,x,y,label
steel metallurgy,10.0829525,5.2654853,46
compressed air,10.778479,8.263025,24
cost effectiveness,4.1635385,2.5691907,14
energy storage,7.3351455,-0.6102532,26
gas emissions,6.4237437,-1.8441375,28
natural gas,18.495195,12.523287,7
reliability,11.502539,8.675592,46
technological forecasting,11.494169,7.233047,46
wind power,13.404457,8.464605,-1
compressed air energy storage (caes),10.682072,5.2892666,46
electrical capacity,11.081237,4.8651137,46
off-peak power,10.430597,5.35625,46
revenue,9.33855,7.1483526,46
energy resources,11.441513,8.075445,19
diesel engines,4.944897,-0.15217389,20
diesel fuels,7.676317,6.7611804,-1
emission control,15.576057,9.27855,-1
ethanol,7.4050765,8.579685,8
natural gas,18.535685,12.622467,7
sugar (sucrose),10.708251,5.477462,46
biological feedstocks,13.862952,7.7923594,-1
compressed natural gas (cng),10.9656725,0.53377444,-1
energy security,11.323189,7.528241,-1
biodiesel,-2.592453,5.8437934,-1
industrial economics,9.912886,14.414985,-1
investments,19.330948,9.933147,-1
power generation,11.013618,3.8088396,46
compressed natural gas (cng),10.965847,0.5337694,-1
natural gas,18.457472,12.529254,7
compressed natural gas,1.2643249,-2.5257719,6
emission control,15.577168,9.280657,-1
fuel cells,14.613663,13.088629,-1
gas fuel analysis,4.2509336,3.0711553,-1
gasoline,8.913627,5.655212,4
greenhouse gases,16.107681,8.10418,22
internal combustion engines,10.55387,-4.554721,13
methanol fuels,7.475783,8.415602,8
natural gas vehicles,15.092899,11.677453,25
powertrains,12.945089,3.4329925,-1
tanks (containers),14.841032,4.964904,-1
uncertainty analysis,10.649118,7.7436423,46
vehicle wheels,16.229832,13.47745,-1
advanced technology,9.531402,8.643021,46
compressed natural gasses (cng),-6.166221,8.578321,29
degree of uncertainty,10.612328,7.720102,46
hybrid electric vehicles (hevs),10.836079,5.201747,46
surrogate measures,9.694969,7.3625536,46
technical potential,9.873391,7.2090816,46
vehicle efficiency,9.758406,6.6347094,46
wheel efficiency,9.752107,6.6300745,46
hybrid vehicles,9.4003525,13.238278,-1
combustion,13.90438,7.3850665,38
diesel engines,4.9407988,-0.16632521,20
energy utilization,7.6111436,1.8459255,5
powertrains,12.945086,3.4329941,-1
thermodynamics,14.355139,7.052856,-1
availability destructions,10.212322,7.193928,46
chemical availability,10.519162,5.924011,46
compressed natural gasses (cng),-6.1388617,8.549428,29
second law analysis,13.803098,7.019685,-1
sinusoidal functions,10.567432,6.4917593,46
thermodynamic engines,10.709906,-4.393922,13
thermodynamic functions,11.021331,6.1607814,46
thermodynamic model,11.705799,8.007737,46
compressed natural gas,1.3696771,-2.48668,6
carbon dioxide,11.885828,2.7278755,0
economic and social effects,8.339528,7.421187,46
environmental impact,7.99266,5.4447627,46
fuel cells,14.60847,13.086404,-1
hydrogen fuels,7.2183685,-2.293809,-1
industrial emissions,8.957753,2.8179886,43
sulfur dioxide,10.116868,4.978779,46
thermoelectricity,10.353861,4.054915,32
vehicles,6.3392234,9.696887,41
heat power and hydrogen (hph) systems,10.731577,2.8318408,46
local utility rates,9.530167,6.885795,46
electric power systems,11.089512,4.8038898,46
cogeneration plants,11.201613,5.988961,46
combined cycle power plants,10.654458,2.7173028,46
combustion,13.845053,7.3492417,38
computer simulation,12.619824,2.9947925,-1
electric lines,11.453529,4.485856,46
electric power distribution,11.126513,4.7689247,46
electric power generation,11.896445,3.9635863,46
energy storage,7.334022,-0.55651104,26
entropy,12.022329,6.8567495,46
free piston compressors,10.515712,1.6293027,-1
isotherms,10.286137,4.134665,32
natural gas,18.516743,12.487231,7
pressure effects,10.083535,4.8341336,46
software prototyping,10.546916,7.507468,46
standby power systems,11.006442,4.8203626,46
waste heat,9.088212,1.5560219,-1
electrical efficiencies,11.086056,4.94537,46
isothermal compression,11.0486,5.579891,46
engine pistons,10.458566,1.5697083,-1
cost benefit analysis,15.658715,2.6650488,-1
dewatering,9.6524725,5.1333747,46
energy utilization,7.602276,1.846284,5
environmental impact,7.9935126,5.4464703,46
gasification,11.305257,8.0055685,39
industrial economics,9.9129095,14.415117,-1
liquefied natural gas,11.337275,6.151372,15
natural gas pipelines,5.504433,7.4227343,-1
natural gas transportation,10.381845,6.8322697,17
natural gas well production,12.172926,3.7175438,-1
phase diagrams,10.481543,6.3269653,46
pressure effects,10.08365,4.8345237,46
slurry pipelines,8.933731,5.0825276,46
thermodynamic stability,11.048685,6.1054044,46
compressed natural gas (cng),10.9657545,0.5337948,-1
gas reservoirs,9.745426,4.5220966,46
gas hydrates,4.4549665,9.3492,-1
crude petroleum,9.236393,4.76737,46
methanol,9.676722,16.59463,-1
petroleum reservoirs,9.735237,4.517595,46
natural gas energy,18.499874,12.578588,7
natural gas,18.651495,12.687676,7
competitiveness,9.068807,7.258708,46
energy resource,11.548667,8.214254,19
natural gas,18.515665,12.601334,7
pipeline,5.556749,7.4720674,-1
carbon dioxide,11.879256,2.7360573,0
ground vehicles,6.332377,9.703683,41
transportation,8.876574,7.702036,46
compressed natural gas (cng),10.965957,0.533627,-1
air pollution,5.8118625,1.1166295,-1
carbon dioxide,11.86971,2.7354627,0
diesel fuel,13.05618,1.7261479,-1
natural gas,18.45814,12.582284,7
carbon dioxide,11.890204,2.7104805,0
energy efficiency,19.024927,5.3319273,21
greenhouse gas,9.746545,6.098367,10
mitigation,9.692296,7.3368235,46
pollution control,11.660149,6.115217,34
sustainability,9.025175,7.565635,46
technological change,9.715452,7.6977477,46
urban transport,9.169496,6.6346273,46
air pollution,5.815108,1.119826,-1
article,-1.4465955,17.855324,-1
electric battery,11.12842,6.2049413,-1
environmental management,10.420363,8.097015,46
exhaust gas,9.216261,3.8541002,-1
india,10.474906,4.476401,46
motor vehicle,12.763932,5.507505,-1
pollutant,9.469337,4.965181,-1
pollution control,11.660176,6.1152053,34
urban area,9.381735,5.712496,46
delhi,7.670517,7.502325,-1
india,10.443386,4.5112166,46
maharashtra,7.6706605,7.502199,-1
mumbai,7.670524,7.502327,-1
energy conservation,10.760374,-1.4286895,-1
highway traffic control,8.562299,6.8357034,46
internal combustion engines,10.59211,-4.5165505,13
sustainable development,8.73798,11.861741,-1
compressed natural gas (cng),10.965965,0.5336362,-1
motor transportation,12.742573,5.407438,-1
multicriteria analysis,10.650114,7.727465,46
planning method,10.627863,6.6753726,46
sustainability,9.025185,7.565663,46
transportation planning,8.868377,7.710754,46
delhi,7.6705184,7.5023375,-1
india,10.443346,4.51115,46
carbon dioxide,11.8945265,2.7358615,0
crude petroleum,9.234625,4.7593193,46
decision making,9.919036,9.471036,-1
diesel engines,4.9467883,-0.14825493,20
energy policy,9.1985855,9.3316,-1
energy utilization,7.6627574,1.7899008,5
ethanol fuels,7.4672303,8.444212,8
gas emissions,6.413051,-1.8337201,28
gasoline,8.93927,5.606387,4
methanol fuels,7.4648666,8.443723,8
natural gas,18.481695,12.533643,7
compressed natural gas (cng),10.965813,0.53377074,-1
greenhouse effect,16.515152,5.552176,22
economic and social effects,8.378743,7.410063,46
filling stations,9.655215,6.025661,46
industrial economics,9.912929,14.415262,-1
vehicles,6.338005,9.698083,41
compressed natural gas (cng),10.965843,0.53386956,-1
natural gas,18.649784,12.557093,7
compressibility of gases,13.288666,4.427133,-1
computer simulation,12.619804,2.994849,-1
energy utilization,7.6029725,1.8569453,5
loading,10.405988,5.4637365,46
natural gas pipelines,5.5050893,7.4234123,-1
natural gas transportation,10.293056,6.9229608,17
offshore petroleum prospecting,9.882617,6.168103,-1
offshore pipelines,9.735353,5.824689,46
offshore structures,9.769492,5.721241,46
production platforms,9.998495,6.5298567,46
unloading,10.408701,5.3668056,46
waterway transportation,9.462576,5.964822,46
compressed natural gas (cng),10.965884,0.53381974,-1
liquids handling,10.801645,3.7868862,46
natural gas,18.519014,12.634192,7
nova chemicals inc,9.806098,5.9536023,46
energy conservation,10.761612,-1.4299101,-1
enhanced recovery,9.450578,4.0572104,46
industrial economics,9.912961,14.415402,-1
injection (oil wells),5.170598,1.5942382,-1
natural gas,18.586643,12.556477,7
offshore oil well production,9.3153105,1.5041734,-1
petroleum reservoirs,9.735202,4.516964,46
project management,10.256843,7.230006,46
compressed natural gas,1.3679534,-2.512243,6
floating production storage offloading,10.226088,6.4898076,46
gas injection,10.64679,4.8713646,44
production reservoirs,9.736287,4.5168962,46
reservoir management,9.163103,6.174021,46
production platforms,9.998336,6.517513,46
hydrogen,8.7323675,4.4283175,18
industry,9.867797,6.2442985,46
natural gas,18.469936,12.538041,7
synthetic fuels,13.738342,0.027693626,-1
converted vehicles,6.3148513,9.72068,41
energy policy,9.175015,9.355329,-1
alternative fuel,16.158901,5.3014812,-1
energy market,10.050182,6.1369524,46
natural gas,18.502605,12.593232,7
technology adoption,9.531641,8.642675,46
canada,10.379763,5.5094314,46
coatings,10.127431,5.4443116,46
costs,5.594551,8.827583,40
energy management,12.090996,6.177023,46
industrial plants,10.907322,5.732765,46
investments,19.33531,9.928111,-1
maintenance,8.965982,7.0084934,46
productivity,8.993914,7.3481274,46
natural gas engine-driven air compressors,10.155196,11.127492,25
spray booths,10.299223,4.135224,32
compressors,10.958133,2.0176783,-1
automotive fuels,14.902651,-1.990732,-1
combustion,13.863283,7.348347,38
combustion knock,13.836389,7.3533835,38
exhaust gases,8.68737,-1.3754742,-1
fuel consumption,10.23916,8.124646,-1
gas emissions,6.4226766,-1.8399062,28
internal combustion engines,10.591852,-4.516772,13
nitrogen oxides,11.170654,5.162418,10
preignition,10.2365885,4.709185,46
hydrogen engines,10.651999,-4.4582734,13
hydrogen fuels,7.1853943,-2.3119545,-1
combustion,13.8036785,7.301709,38
diesel fuels,7.6846433,6.769532,-1
gas fuels,9.683699,5.221063,46
greenhouse effect,16.51517,5.5521264,22
greenhouse gas emissions,8.749036,1.6442589,43
gas emissions,6.386467,-1.8084929,28
alcohol,6.040156,-3.672589,-1
biofuel,1.6218808,4.508911,12
carbon dioxide,11.894828,2.698838,0
diesel fuel,13.072929,1.710265,-1
fuel,9.664559,5.350915,46
lignocellulose,10.331699,4.10253,32
natural gas,18.486992,12.654461,7
petroleum derivative,9.236398,4.7671876,46
alternative fuel,16.158869,5.301484,-1
exhaust emission,3.680368,4.087168,14
greenhouse gas,9.746547,6.0983667,10
alternative energy,10.754133,3.6621382,42
article,-1.4445034,17.85747,-1
australia,10.381937,5.514279,46
combustion,13.849444,7.3444343,38
exhaust gas,9.256049,3.8144586,-1
gas waste,9.423237,5.6626053,46
greenhouse gas,9.746547,6.0983663,10
priority journal,9.081275,6.1300616,-1
traffic and transport,8.526001,6.8215575,46
australia,10.38049,5.510201,46
fleet operations,8.671236,8.668681,-1
natural gasoline plants,6.8828335,2.7372675,16
bus fleets,8.858214,7.761816,46
compressed natural gasses (cng),-6.219471,8.639742,29
public transport,9.17964,6.718157,46
transit fleets,8.879545,7.71408,46
compressed natural gas,1.423242,-2.5381742,6
compressed natural gas,1.2874355,-2.5250459,6
energy management,12.090926,6.1769795,46
energy resources,11.458179,8.09378,19
fuel cells,14.602017,13.078239,-1
gas supply,8.988582,6.307001,-1
gases,7.798753,-2.8567529,1
natural gas deposits,-2.1408029,4.846091,-1
natural gas vehicles,15.064155,11.705313,25
natural gas well production,12.172921,3.717571,-1
petroleum deposits,10.53085,3.251359,-1
petroleum transportation,9.90122,6.2024207,-1
natural gas demand,18.22862,12.202299,7
natural gas resources,18.536955,12.671335,7
natural-gas production,12.172844,3.721348,-1
petroleum resources,9.235822,4.767519,46
preliminary assessment,10.479436,7.657906,46
production of hydrogen,3.7227695,6.400586,-1
transportation demand,8.879387,7.696368,46
transportation fuels,10.618148,3.248339,-1
natural gas transportation,10.290294,6.9311943,17
compressed natural gas,1.2599405,-2.584341,6
engines,6.6105227,11.990513,27
forecasting,11.496253,7.234124,46
nitrogen oxides,11.153582,5.1503835,10
powertrains,12.945088,3.4329946,-1
reduction,9.814096,6.233547,46
automotive engine,4.513639,4.189855,-1
equivalence ratios,9.903973,6.850287,46
heavy duty trucks,14.788011,5.835023,-1
inlet conditions,9.91686,4.6270823,46
reaction mechanism,10.636363,5.9675727,46
reducing emissions,9.032538,3.511741,43
testing conditions,10.512217,6.4446807,46
transportation industry,9.060924,7.6664796,46
gas emissions,6.352077,-1.7823113,28
brakes,20.21543,4.4144697,-1
detonation,10.207941,4.733772,46
dual fuel engines,3.8218558,-2.464733,-1
fossil fuels,8.30646,3.7367365,2
natural gas,18.418072,12.50009,7
pressure,9.7351055,4.780846,46
synthetic fuels,13.738334,0.02768641,-1
compressed natural gas,1.3304834,-2.505836,6
delay period,10.316164,6.3686514,46
diesel engines,4.927693,-0.14317092,20
fuel cells,14.612222,13.0870285,-1
fuel storage,12.747577,5.599742,37
geothermal energy,11.385272,5.123066,46
hydrogen fuels,7.1848745,-2.3119185,-1
internal combustion engines,10.590869,-4.518402,13
natural gas,18.465694,12.525334,7
photovoltaic cells,10.337742,5.549664,46
strategic planning,10.020745,7.6724877,46
sustainable development,8.736935,11.862635,-1
atmospheric monitoring,8.195851,5.62584,-1
feasibility studies,11.318874,7.6782856,46
hydrogen internal combustion engines,10.598588,-4.510258,13
university of california,10.1543865,5.4085855,46
renewable energy resources,15.550065,12.747008,-1
combustion,13.8506155,7.3399405,38
composition effects,10.141798,4.9645295,46
gas emissions,6.3899317,-1.8097779,28
gas engines,7.5000844,11.253422,-1
natural gas engines,10.146538,11.130841,25
natural gas,18.521246,12.583572,7
cooling systems,10.004289,3.7977107,46
electric power plants,12.098015,1.8698215,-1
fertilizers,10.1013565,4.590511,46
gas oils,9.440692,4.28314,46
gas producers,9.477869,4.3423233,46
hydrocarbons,19.140795,1.7265732,-1
industrial economics,9.913012,14.415571,-1
iron and steel industry,10.078729,5.282192,46
liquefied natural gas,11.385987,6.0966787,15
marine biology,9.767214,6.743944,46
resource valuation,10.181967,7.311857,46
compressed natural gas (cng),10.965851,0.5337793,-1
offshore oil fields,13.837673,4.329639,-1
carbon dioxide,11.862466,2.7470598,0
chromatographic analysis,10.652562,7.6844025,46
gas emissions,6.4132996,-1.8357044,28
internal combustion engines,10.5909395,-4.51764,13
natural gas,18.456028,12.526255,7
statistical methods,10.781515,6.912146,46
compressed natural gas (cng),10.96588,0.5337378,-1
exhaust gases,8.687357,-1.3754927,-1
accident prevention,14.216875,4.5773835,-1
air conditioning,10.277341,6.2111278,34
automotive fuels,14.903773,-1.9892027,-1
automotive industry,9.761478,6.660634,46
cold storage,13.531698,5.6106076,-1
compaction,9.672678,5.159209,46
cryogenics,12.230028,5.1745133,-1
energy storage,7.342785,-0.5566973,26
environmental protection,11.649402,7.3769016,-1
filling,10.149718,6.348475,46
high pressure effects,10.083409,4.8338547,46
compressed natural gas (cng),10.965911,0.53373986,-1
liquefied natural gas,11.388626,6.0994225,15
compressibility of gases,13.288788,4.427089,-1
drag,10.322946,4.1064816,32
gas dynamics,4.2503233,3.0706637,-1
hydraulics,5.9727826,4.1023855,-1
pressure effects,10.083522,4.8334,46
critical nozzles,9.901955,4.7510633,46
nozzles,9.909551,4.7309732,46
activated carbon,0.391215,6.7999063,-1
cryogenics,12.230031,5.174507,-1
electric vehicles,11.769287,5.487836,46
gas adsorption,11.827357,3.190182,-1
gasoline,8.899803,5.6267724,4
liquefied gases,7.7685866,-2.7901042,1
isothermal hydrogen storage,11.45525,1.1135991,-1
hydrogen fuels,7.185612,-2.3121831,-1
alternative fuels,11.053371,7.0601373,3
compressed natural gas,1.2817272,-2.5369258,6
engines,6.6860733,11.919142,27
absolute pressure,9.729152,4.7867656,46
clean burning,10.140957,6.1004267,46
engine operations,9.009752,6.1492987,46
experimental evaluation,10.783737,6.959561,46
flow charac-teristics,10.481064,5.913219,46
gas-fueled engines,10.148729,5.15449,46
gaseous fuel,9.640156,4.6067357,46
pressure level,9.6626215,4.864114,46
hydrogen fuels,7.186484,-2.31158,-1
combined cycle power plants,10.65449,2.7172146,46
compressed air,10.797548,8.3112335,24
electric power generation,11.896395,3.963388,46
energy efficiency,18.996584,5.3767605,21
hydroelectric and gas turbine combined power plants,11.118307,5.29091,46
advanced combined cycle (acc) power plants,10.658785,2.864875,46
compressed air energy systems (caes),10.682098,5.2890587,46
thermal power plants,10.77181,2.865801,46
liquefied natural gas,11.384722,6.0947514,15
automobile engines,8.567014,10.478098,-1
battery electric vehicles,11.196856,6.515894,-1
carbon dioxide,11.893534,2.7351596,0
combustion,13.866957,7.338844,38
commerce,-2.704512,5.212158,-1
compressed natural gas,1.355511,-2.4246955,6
energy utilization,7.614463,1.8441526,5
fuel cells,14.610016,13.08775,-1
gasoline,8.881227,5.6597166,4
global warming,5.1338515,1.6692418,14
investments,19.331722,9.93193,-1
methanol,9.677315,16.594048,-1
natural gas vehicles,15.032558,11.733927,25
secondary batteries,10.97548,5.9458227,-1
vehicle transmissions,11.206556,5.678272,46
carbon dioxide emissions,7.450304,1.8567853,-1
carbon reduction potentials,9.020005,3.5358748,43
continuously variable transmission,12.456982,6.1629815,-1
direct hydrogen fuel cells,10.538977,5.6362877,46
electric hybrid vehicles,11.368617,5.7777944,46
fuel cell hybrid electric vehicles,10.809052,5.224531,46
internal combustion engine vehicles,10.591248,-4.516877,13
investment in technology,9.60607,8.280445,46
hybrid vehicles,9.400414,13.2382145,-1
activated carbon,0.3912159,6.7999105,-1
adsorption,12.190839,3.4973137,-1
alternative fuels,11.072036,7.0678334,3
filling,10.151013,6.34755,46
flow of fluids,10.627894,5.2030964,46
gases,7.8263984,-2.8358712,1
internal combustion engines,10.592346,-4.516736,13
isotherms,10.303039,4.056103,32
natural gas vehicles,15.124639,11.642389,25
tanks (containers),14.841056,4.964829,-1
thermal conductivity of gases,10.357961,5.2102485,46
adsorption and desorptions,12.220603,3.4674454,-1
compressibility effects,13.278961,4.429523,-1
modified darcy equations,11.247506,6.7222595,46
multicomponent adsorption,12.223395,3.4664054,-1
pressure and temperature,9.728446,4.1402893,46
pressure equilibration,9.7467375,4.761659,46
temperature and pressures,9.726842,4.1557555,46
temperature differences,9.304993,2.3711944,46
compressed natural gas,1.2787023,-2.5191712,6
automobiles,11.690913,4.9589286,-1
compressed natural gas,1.3238618,-2.5481985,6
life cycle,11.169712,-2.5224721,-1
liquefied natural gas,11.378335,6.108236,15
nitrogen oxides,11.206059,5.198717,10
compressed natural gasses (cng),-6.208632,8.585013,29
heavy vehicle technologies,9.834924,6.6297007,46
liquefied natural gas (lng),2.040798,1.9285505,12
national renewable energy laboratory,10.186574,7.3102303,46
oxides of nitrogen,11.144385,5.1375346,10
particulate matter emissions,8.914023,5.21054,-1
prototype vehicles,6.3383512,9.697703,41
u.s. department of energy,7.474858,8.477168,-1
natural gas vehicles,15.0854225,11.686105,25
ac generator motors,10.969901,4.9010234,46
automobile engines,8.567201,10.477773,-1
carbon dioxide,11.895504,2.7070956,0
combustion,13.85266,7.3431993,38
compressed natural gas,1.3690096,-2.5111766,6
crude oil,9.483637,4.255319,46
diesel engines,4.9299803,-0.1637028,20
energy efficiency,19.058674,5.348082,21
gas emissions,6.412512,-1.8359859,28
natural gas vehicles,15.07538,11.692298,25
passenger cars,9.017648,7.0720997,46
polyelectrolytes,10.306954,4.1030607,32
propulsion,7.6232467,9.101848,-1
proton exchange membrane fuel cells (pemfc),10.142921,4.275091,46
solid oxide fuel cells (sofc),10.143393,4.275716,46
sustainable development,8.737154,11.862292,-1
automotive propulsion,7.603756,9.096727,-1
compressed natural gasses (cng),-6.1568327,8.582251,29
fuel cell technologies,10.1123295,5.229456,46
high-energy input,10.495706,5.372099,46
integrated starter generator,11.01474,4.9554133,46
overall energy efficiency,19.024557,5.336826,21
polymer electrolyte fuel cells,10.466942,5.6043863,46
propulsion system,11.037577,6.268185,46
alkaline fuel cells,14.605216,13.077889,-1
air pollution,5.8118615,1.1166245,-1
diesel engines,4.9433475,-0.16067412,20
energy policy,9.174163,9.355786,-1
gas emissions,6.3676744,-1.7957056,28
greenhouse effect,16.515219,5.552092,22
natural gas,18.559242,12.514409,7
synthetic fuels,13.738327,0.027675584,-1
compressed natural gas,1.2079494,-2.5771742,6
green house gas emission,6.4451623,-1.7447064,28
internal combustion engines,10.59042,-4.5183578,13
aromatic hydrocarbons,10.232155,4.933336,46
gas fuels,9.683649,5.2212915,46
liquid fuels,9.172337,4.6175494,46
particulate emissions,8.913619,5.2095447,-1
toxic emissions,8.956872,2.6156614,43
air pollution,5.815839,1.1205585,-1
"1,3 butadiene",9.807261,4.9191484,46
acetaldehyde,1.391247,6.5445504,-1
alcohol,6.0401573,-3.6725872,-1
benzene,9.766,4.7967415,46
formaldehyde,10.9722395,6.81705,-1
fuel,9.66506,5.3517566,46
gasoline,8.918893,5.6465793,4
natural gas,18.485538,12.546605,7
petroleum derivative,9.236348,4.7672706,46
air pollutant,5.98311,6.4676065,-1
air pollution,5.8118224,1.1165944,-1
article,-1.4462141,17.855808,-1
electricity,9.505417,-0.13030967,-1
exhaust gas,9.215158,3.8551855,-1
measurement,10.658868,6.5328174,46
motor vehicle,12.756608,5.4740725,-1
priority journal,9.081421,6.130203,-1
urban area,9.382386,5.7128587,46
energy recovery,10.761101,5.04147,46
gas cleaning,9.050435,6.6452937,46
gas phases,9.904352,4.899873,46
ammonia,3.5288353,6.4535675,-1
anthracite,5.2214336,4.9532146,-1
atmospheric pressure,9.026872,4.565431,46
catalysis,10.383966,5.490601,46
energy management,12.091124,6.176927,46
flue gases,11.754927,4.8405623,-1
heating,6.3747454,3.5837677,-1
methane,7.620893,7.163168,35
natural gas,18.44492,12.547124,7
nitrogen oxides,11.163072,5.15678,10
power plants,11.172142,5.632166,46
reduction,9.813987,6.234062,46
coal industry,5.2024136,4.9609294,-1
fuel,9.665473,5.349897,46
air analysis,4.2488456,3.0695868,-1
article,-1.4464545,17.855537,-1
diesel engine,4.9213524,-0.12258641,20
environmental impact assessment,9.652597,7.426996,46
exhaust gas,9.215964,3.8544612,-1
gas analysis,4.250683,3.070929,-1
greenhouse effect,16.515219,5.5520635,22
air quality,4.393022,9.349463,-1
alcohols,9.91795,4.7751617,46
automobiles,11.690108,4.959744,-1
diesel fuels,7.686458,6.7713633,-1
exhaust gases,8.687407,-1.3754545,-1
fuel economy,5.9306035,0.56153315,-1
gas emissions,6.3594503,-1.7890593,28
gasoline,8.906726,5.6383605,4
greenhouse effect,16.51524,5.552046,22
internal combustion engines,10.607608,-4.4980555,13
natural gas,18.559288,12.594562,7
synthetic fuels,13.738319,0.027674288,-1
greenhouse gas,9.746546,6.098369,10
air pollution,5.812025,1.1167926,-1
compressed natural gas,1.3572496,-2.5399585,6
electric ignition,10.994816,1.1868644,30
fuel cells,14.611894,13.089522,-1
gas emissions,6.380425,-1.7949098,28
greenhouse gases,16.06756,8.096632,22
hybrid vehicles,9.400102,13.238547,-1
life cycle,11.169032,-2.5224297,-1
liquefied petroleum gas,16.578379,3.761957,-1
methanol fuels,7.466387,8.439084,8
natural gas transportation,10.305797,6.907584,17
traction motors,11.02965,4.8685355,46
battery-powered electric vehicles,11.196859,6.515916,-1
compression ignition,11.302049,6.347951,-1
fischer-tropsch diesel,13.016685,1.7710798,-1
potential technologies,10.011197,7.1144166,46
spark ignition vehicles,9.627418,6.119655,-1
technology progress,9.559966,8.510674,46
technology scenarios,9.585658,8.383485,46
transportation fuels,10.618347,3.2482486,-1
natural gas vehicles,15.069956,11.698688,25
energy management,12.090318,6.176747,46
liquefied natural gas,11.379598,6.106979,15
propulsion,7.6232166,9.10189,-1
compressed natural gasses (cng),-6.166302,8.588409,29
international organizations,9.936953,7.1599746,46
liquefied natural gas (lng),2.0060081,1.8933457,12
propulsion system,11.037451,6.267691,46
research activities,10.237924,7.2375207,46
series production,10.015953,6.5237007,46
sustainable energy,10.513289,6.0154047,46
technical maturity,9.573194,8.347706,46
compressed natural gas,1.2867849,-2.535751,6
automobile manufacture,10.763751,13.652828,-1
digital storage,2.8688414,2.6025712,-1
methane,7.6351476,7.1505218,35
natural gas,18.500746,12.595728,7
activation method,10.626609,6.4501543,46
adsorbed state,11.870107,3.108245,-1
clean-burning fuel,10.144626,6.0951557,46
energy density,10.656763,5.5872054,46
natural gas storage,14.097265,5.9774814,-1
pore structure characterizations,10.178634,6.0529723,46
storage capacity,10.23302,6.4885983,46
vehicular applications,9.846638,6.71083,46
natural gas vehicles,15.03929,11.728315,25
compressed natural gas,1.3522491,-2.5077496,6
diesel fuels,7.6849375,6.769841,-1
gasoline,8.911903,5.6288285,4
liquefied petroleum gas,16.581963,3.7597272,-1
methanol,9.677194,16.594173,-1
methanol fuels,7.469498,8.434793,8
paper,9.926938,5.9244356,46
particulate emissions,8.913901,5.210313,-1
temperature,9.30438,2.3714101,46
vehicles,6.3379974,9.697878,41
conventional gasoline,9.521359,9.86475,-1
environmental concerns,9.403729,6.740506,46
heavy duty,14.784655,5.835954,-1
heavy duty vehicles,14.789207,5.834604,-1
light-duty,10.461969,5.7803473,46
literature reviews,11.782849,8.301128,46
m100,10.313497,4.0374465,32
transportation fuels,10.618187,3.2483213,-1
alternative fuels,11.074781,7.069557,3
compressed natural gas,1.2983884,-2.46575,6
diesel engines,5.0150046,-0.08139684,20
gas engines,7.5001006,11.253343,-1
gases,7.8252835,-2.8371966,1
greenhouse effect,16.515236,5.5520377,22
methane,7.6758704,7.11039,35
natural gas vehicles,15.069335,11.70429,25
common rail injection system,10.59362,5.0528626,44
engine operations,9.009616,6.1492796,46
environmentally friendly fuels,9.755232,5.664031,46
injection equipment,10.628784,5.128737,44
large pressure vessels,4.096635,0.867904,23
lean-burn engines,10.610955,7.9767623,-1
public transportation,9.041858,7.461103,46
steady-state operation,10.628563,6.6725135,46
dual fuel engines,3.8527832,-2.4338086,-1
alternative fuels,11.0402155,7.0322356,3
carbon dioxide,11.862448,2.7476938,0
combustion,13.852552,7.3428054,38
combustion equipment,11.082001,5.2471976,46
costs,5.5913687,8.831254,40
economics,9.878942,14.292495,-1
environmental management,10.419111,8.092712,46
ethanol,7.3946223,8.596131,8
ethanol fuels,7.4735937,8.42922,8
exhaust systems (engine),10.185157,3.9379044,46
fleet operations,8.670693,8.669018,-1
fuel cells,14.611229,13.089062,-1
fuel economy,5.9342117,0.5650119,-1
fuel storage,12.746967,5.599173,37
gas emissions,6.4114437,-1.8231131,28
gasoline,8.911666,5.646417,4
global warming,5.1333833,1.6686907,14
greenhouse gases,16.106802,8.099108,22
internal combustion engines,10.551769,-4.5566483,13
secondary batteries,10.972357,5.9431257,-1
advanced vehicle,9.831081,6.633121,46
battery replacements,11.075825,6.1164136,-1
carbon dioxide emissions,7.45032,1.8566899,-1
environmental benefits,9.292529,6.875718,46
environmental performance,9.322182,6.981175,46
fuel cell vehicles,10.469051,5.0708466,46
technological advances,9.747673,7.6700473,46
technology options,9.544714,8.618215,46
compressed natural gas,1.3078598,-2.5144508,6
air pollution,5.815825,1.1205391,-1
alternative fuels,11.081965,7.068346,3
compressed natural gas,1.2894285,-2.606354,6
digital storage,2.8688402,2.6025653,-1
ethanol,7.4034104,8.582268,8
ethers,9.861892,4.7220793,46
feedstocks,13.863769,7.792992,-1
gas emissions,6.430651,-1.8481292,28
gasoline,8.895823,5.635015,4
hydrogen storage,11.455016,1.1137623,-1
liquefied gases,7.771423,-2.7934728,1
liquefied petroleum gas,16.628511,3.7109277,-1
methanol,9.677085,16.594282,-1
nitrogen oxides,11.158046,5.1563053,10
petroleum transportation,9.901209,6.2024345,-1
truck transportation,6.4348936,9.603015,41
air pollutant emission,6.0212946,6.4373975,-1
argonne national laboratory,10.197546,5.601477,46
energy and emissions,9.038419,2.7866535,43
fischer-tropsch diesel,13.015988,1.7717638,-1
fuel transportations,9.834756,6.6418524,46
production locations,9.994469,6.5788608,46
transportation fuels,10.618191,3.2483218,-1
transportation mode,9.009281,7.533089,46
natural gas transportation,10.358191,6.8506417,17
budget control,10.633037,6.536111,46
